0.0312993928,0.0002027056,0.0001457097,0.0007687565,0.0000515553,0.0003329710,0.0009407145,0.0003845257,0.0013605733,0.0001734055,0.0011684705,0.0000767747,0.0006030639,0.0007081216,0.0014027670,0.0001900383,0.0005198786,0.0007532741,0.0001033017,0.0002155505,0.0009853241,0.0005977332,0.0003690800
0.0000735466,0.0233272941,0.0003000177,0.0006603849,0.0002031671,0.0000397885,0.0013165501,0.0002343243,0.0013683211,0.0001373090,0.0005615040,0.0002009973,0.0006518319,0.0002651121,0.0002073835,0.0001422390,0.0005886873,0.0000131701,0.0001630472,0.0004479493,0.0010067331,0.0003184394,0.0002101550
0.0003875421,0.0005968701,0.0110415302,0.0014950690,0.0007892193,0.0002425331,0.0001819178,0.0002269908,0.0003321594,0.0001630271,0.0010389428,0.0003529851,0.0005142521,0.0002446558,0.0022937211,0.0001220008,0.0002917670,0.0002954837,0.0002741335,0.0001952554,0.0008061377,0.0007493580,0.0005016540
0.0004964280,0.0000460068,0.0001557744,0.0533051044,0.0000265601,0.0001974262,0.0006111292,0.0005629993,0.0004288762,0.0002607616,0.0010445555,0.0002162945,0.0003354088,0.0004193130,0.0023160124,0.0003204044,0.0007764475,0.0005167787,0.0001230400,0.0006955825,0.0012122038,0.0001872095,0.0005225720
0.0001511389,0.0004815562,0.0000338649,0.0004448323,0.0337620226,0.0003777332,0.0003836898,0.0003601766,0.0001637841,0.0000545930,0.0008476092,0.0003460715,0.0003052911,0.0000792918,0.0002650078,0.0000775242,0.0008076779,0.0003501901,0.0000120548,0.0005094503,0.0005971116,0.0004851898,0.0002831310
0.0008552512,0.0003483547,0.0001176095,0.0004876267,0.0000215641,0.0147456546,0.0015333727,0.0004144287,0.0008582416,0.0002758553,0.0010703056,0.0003153084,0.0003751227,0.0006584072,0.0000358404,0.0002386413,0.0003839942,0.0003008064,0.0002763467,0.0004125487,0.0015352365,0.0003581692,0.0001334045
0.0001374480,0.0004431781,0.0002241469,0.0001201019,0.0000408263,0.0003504638,0.0611838928,0.0001088362,0.0009887447,0.0002662155,0.0009026760,0.0000123180,0.0002588094,0.0007142037,0.0020852059,0.0001328552,0.0000892721,0.0004125477,0.0001667523,0.0005132407,0.0018711421,0.0002681832,0.0000742491
0.0001951003,0.0005391738,0.0001214868,0.0007366783,0.0000405816,0.0000376976,0.0011804229,0.0207590768,0.0003456306,0.0000584872,0.0004655985,0.0003351879,0.0001474395,0.0000730545,0.0012080512,0.0000661461,0.0008681835,0.0007622051,0.0000570167,0.0005514599,0.0021099607,0.0000316572,0.0002765062
0.0000433072,0.0001632368,0.0001006481,0.0010385972,0.0000129673,0.0003261552,0.0013127764,0.0004391355,0.0581530898,0.0000659705,0.0003621298,0.0002908928,0.0003169939,0.0002642661,0.0023570359,0.0002572858,0.0004187139,0.0007298187,0.0002135305,0.0004286564,0.0006438788,0.0004658745,0.0001414804
0.0001478536,0.0000894725,0.0002316737,0.0013604835,0.0006764274,0.0002029151,0.0015409569,0.0003303986,0.0004306378,0.0124068917,0.0000739061,0.0003269978,0.0005517777,0.0001735277,0.0005877714,0.0001974377,0.0004269164,0.0002450719,0.0003254347,0.0005827281,0.0001386491,0.0001430730,0.0002906862
